station,train_name,final_destination_station,delay_in_min,time,is_canceled,train_type,train_line_ride_id,train_line_station_num,arrival_planned_time,arrival_change_time,departure_planned_time,departure_change_time
Stuttgart Hbf,ICE 516,Hamburg-Altona,42,2024-07-04 16:33:00,False,ICE,6954924236955692259-2407041328,5,2024-07-04 15:45:00,2024-07-04 16:28:00,2024-07-04 15:51:00,2024-07-04 16:33:00
Stuttgart Hbf,ICE 569,München Hbf,2,2024-07-04 16:53:00,False,ICE,-7759827436146803415-2407041605,3,2024-07-04 16:45:00,2024-07-04 16:46:00,2024-07-04 16:51:00,2024-07-04 16:53:00
Stuttgart Hbf,ICE 594,Berlin Gesundbrunnen,19,2024-07-04 17:10:00,False,ICE,1140779865956290650-2407041446,5,2024-07-04 16:43:00,2024-07-04 17:05:00,2024-07-04 16:51:00,2024-07-04 17:10:00
Stuttgart Hbf,ICE 519,München Hbf,74,2024-07-04 17:28:00,True,ICE,-8471873024121272354-2407040929,16,2024-07-04 16:08:00,2024-07-04 17:23:00,2024-07-04 16:14:00,2024-07-04 17:28:00
Stuttgart Hbf,ICE 914,Dortmund Hbf,37,2024-07-04 17:14:00,False,ICE,-1253548023198098278-2407041428,5,2024-07-04 16:31:00,2024-07-04 17:09:00,2024-07-04 16:37:00,2024-07-04 17:14:00
Stuttgart Hbf,ICE 1011,München Hbf,12,2024-07-04 17:40:00,False,ICE,8564432605510706771-2407041349,10,2024-07-04 17:21:00,2024-07-04 17:32:00,2024-07-04 17:28:00,2024-07-04 17:40:00
Stuttgart Hbf,ICE 562,Saarbrücken Hbf,19,2024-07-04 17:27:00,False,ICE,-6869650552962585885-2407041502,5,2024-07-04 17:02:00,2024-07-04 17:17:00,2024-07-04 17:08:00,2024-07-04 17:27:00
Stuttgart Hbf,ICE 599,München Hbf,0,2024-07-04 17:14:00,True,ICE,8059314318384301883-2407041126,10,2024-07-04 17:08:00,2024-07-04 17:37:00,2024-07-04 17:14:00,2024-07-04 17:14:00
Stuttgart Hbf,ICE 514,Hamburg-Altona,17,2024-07-04 18:08:00,True,ICE,-5040855886902453859-2407041528,5,2024-07-04 17:45:00,2024-07-04 17:45:00,2024-07-04 17:51:00,2024-07-04 18:08:00
Stuttgart Hbf,ICE 1069,München Hbf,2,2024-07-04 18:59:00,False,ICE,7280991471195430281-2407041805,3,2024-07-04 18:51:00,2024-07-04 18:52:00,2024-07-04 18:57:00,2024-07-04 18:59:00
Stuttgart Hbf,ICE 611,München Hbf,21,2024-07-04 18:35:00,False,ICE,5653087570567167872-2407041129,15,2024-07-04 18:08:00,2024-07-04 18:30:00,2024-07-04 18:14:00,2024-07-04 18:35:00
Stuttgart Hbf,ICE 912,Dortmund Hbf,1,2024-07-04 18:39:00,False,ICE,-977669644680017628-2407041628,5,2024-07-04 18:32:00,2024-07-04 18:32:00,2024-07-04 18:38:00,2024-07-04 18:39:00
Stuttgart Hbf,ICE 592,Hamburg-Altona,6,2024-07-04 18:57:00,False,ICE,5089820149948252230-2407041646,5,2024-07-04 18:43:00,2024-07-04 18:52:00,2024-07-04 18:51:00,2024-07-04 18:57:00
Stuttgart Hbf,ICE 512,Münster(Westf)Hbf,0,2024-07-04 19:51:00,False,ICE,7537395545451740415-2407041728,5,2024-07-04 19:45:00,2024-07-04 19:37:00,2024-07-04 19:51:00,2024-07-04 19:51:00
Stuttgart Hbf,ICE 1099,München Hbf,3,2024-07-04 20:01:00,False,ICE,-8959018065734509300-2407041819,6,2024-07-04 19:52:00,2024-07-04 19:54:00,2024-07-04 19:58:00,2024-07-04 20:01:00
Stuttgart Hbf,ICE 1013,München Hbf,10,2024-07-04 19:38:00,False,ICE,2333246513660073790-2407041550,10,2024-07-04 19:22:00,2024-07-04 19:33:00,2024-07-04 19:28:00,2024-07-04 19:38:00
Stuttgart Hbf,ICE 1211,Innsbruck Hbf,13,2024-07-04 19:28:00,False,ICE,8560770616564367826-2407041316,11,2024-07-04 19:08:00,2024-07-04 19:23:00,2024-07-04 19:15:00,2024-07-04 19:28:00
Stuttgart Hbf,ICE 266,Basel SBB,9,2024-07-04 19:21:00,False,ICE,-2795453744905001153-2407041658,6,2024-07-04 19:02:00,2024-07-04 19:16:00,2024-07-04 19:12:00,2024-07-04 19:21:00
Stuttgart Hbf,ICE 910,Düsseldorf Hbf,6,2024-07-04 20:44:00,False,ICE,6195485783263057734-2407041828,5,2024-07-04 20:32:00,2024-07-04 20:39:00,2024-07-04 20:38:00,2024-07-04 20:44:00
Stuttgart Hbf,ICE 590,Frankfurt(Main)Hbf,10,2024-07-04 21:01:00,False,ICE,-7610672940066525446-2407041846,5,2024-07-04 20:43:00,2024-07-04 20:56:00,2024-07-04 20:51:00,2024-07-04 21:01:00
Stuttgart Hbf,ICE 613,München Hbf,5,2024-07-04 20:19:00,False,ICE,5295243416856313869-2407041237,15,2024-07-04 20:08:00,2024-07-04 20:14:00,2024-07-04 20:14:00,2024-07-04 20:19:00
Stuttgart Hbf,ICE 560,Karlsruhe Hbf,17,2024-07-04 21:28:00,False,ICE,-1895474681646249837-2407041901,6,2024-07-04 21:03:00,2024-07-04 21:23:00,2024-07-04 21:11:00,2024-07-04 21:28:00
Stuttgart Hbf,ICE 693,München Hbf,52,2024-07-04 22:07:00,False,ICE,-1412524464226526551-2407041526,10,2024-07-04 21:08:00,2024-07-04 22:02:00,2024-07-04 21:15:00,2024-07-04 22:07:00
Stuttgart Hbf,ICE 510,Hamburg-Altona,15,2024-07-04 22:06:00,True,ICE,8322424274180843926-2407041928,5,2024-07-04 21:45:00,2024-07-04 21:45:00,2024-07-04 21:51:00,2024-07-04 22:06:00
Stuttgart Hbf,ICE 1015,München Hbf,34,2024-07-04 22:02:00,False,ICE,-6727683722954373951-2407041750,10,2024-07-04 21:22:00,2024-07-04 21:57:00,2024-07-04 21:28:00,2024-07-04 22:02:00
Stuttgart Hbf,ICE 615,München Hbf,21,2024-07-04 22:35:00,False,ICE,-5425302918995479956-2407041529,15,2024-07-04 22:08:00,2024-07-04 22:30:00,2024-07-04 22:14:00,2024-07-04 22:35:00
Stuttgart Hbf,ICE 990,Frankfurt(Main)Hbf,2,2024-07-04 22:53:00,False,ICE,-2320340282101811304-2407042043,6,2024-07-04 22:43:00,2024-07-04 22:44:00,2024-07-04 22:51:00,2024-07-04 22:53:00
Stuttgart Hbf,ICE 617,München Hbf,4,2024-07-05 00:22:00,False,ICE,6194893901306646476-2407041729,17,2024-07-05 00:08:00,2024-07-05 00:17:00,2024-07-05 00:18:00,2024-07-05 00:22:00
Stuttgart Hbf,ICE 698,Berlin Hbf,2,2024-07-05 00:13:00,False,ICE,7108274583246193747-2407042151,5,2024-07-05 00:01:00,2024-07-05 00:03:00,2024-07-05 00:11:00,2024-07-05 00:13:00
Stuttgart Hbf,ICE 215,München Hbf,2,2024-07-05 02:12:00,False,ICE,-3639105195943060538-2407050017,3,2024-07-05 02:04:00,2024-07-05 02:05:00,2024-07-05 02:10:00,2024-07-05 02:12:00
Stuttgart Hbf,ICE 618,Kiel Hbf,49,2024-07-05 03:11:00,False,ICE,2686007473625185344-2407050001,5,2024-07-05 02:16:00,2024-07-05 03:06:00,2024-07-05 02:22:00,2024-07-05 03:11:00
Stuttgart Hbf,ICE 619,München Hbf,0,2024-07-05 03:39:00,False,ICE,7474414276230536927-2407041838,20,2024-07-05 03:33:00,2024-07-05 03:30:00,2024-07-05 03:39:00,2024-07-05 03:39:00
Stuttgart Hbf,ICE 699,München Hbf,0,2024-07-05 05:12:00,False,ICE,-7138074359361066746-2407041919,16,2024-07-05 04:52:00,2024-07-05 04:53:00,2024-07-05 05:12:00,2024-07-05 05:12:00
Stuttgart Hbf,ICE 616,Hamburg-Altona,0,2024-07-05 05:51:00,False,ICE,-8624992757107064587-2407050322,5,2024-07-05 05:45:00,2024-07-05 05:35:00,2024-07-05 05:51:00,2024-07-05 05:51:00
Stuttgart Hbf,ICE 1061,München Hbf,0,2024-07-05 05:52:00,False,ICE,5427594935199921006-2407050453,5,2024-07-05 05:45:00,2024-07-05 05:41:00,2024-07-05 05:52:00,2024-07-05 05:52:00
Stuttgart Hbf,ICE 561,München Hbf,2,2024-07-05 06:52:00,False,ICE,-605877143281749034-2407050600,3,2024-07-05 06:44:00,2024-07-05 06:46:00,2024-07-05 06:50:00,2024-07-05 06:52:00
Stuttgart Hbf,ICE 614,Hamburg-Altona,3,2024-07-05 07:54:00,False,ICE,67517114520381301-2407050532,5,2024-07-05 07:45:00,2024-07-05 07:47:00,2024-07-05 07:51:00,2024-07-05 07:54:00
Stuttgart Hbf,ICE 911,München Hbf,10,2024-07-05 07:38:00,False,ICE,-5135229961965226618-2407050603,2,2024-07-05 07:20:00,2024-07-05 07:33:00,2024-07-05 07:28:00,2024-07-05 07:38:00
Stuttgart Hbf,ICE 1068,Karlsruhe Hbf,3,2024-07-05 07:13:00,False,ICE,1847313071699172804-2407050500,5,2024-07-05 07:04:00,2024-07-05 07:06:00,2024-07-05 07:10:00,2024-07-05 07:13:00
Stuttgart Hbf,ICE 991,München Hbf,1,2024-07-05 07:16:00,False,ICE,4178793572863103484-2407050526,5,2024-07-05 07:07:00,2024-07-05 07:11:00,2024-07-05 07:15:00,2024-07-05 07:16:00
Stuttgart Hbf,ICE 1098,Frankfurt(Main)Hbf,2,2024-07-05 08:07:00,True,ICE,1402637927240724353-2407050544,6,2024-07-05 07:59:00,2024-07-05 07:59:00,2024-07-05 08:05:00,2024-07-05 08:07:00
Stuttgart Hbf,ICE 511,München Hbf,2,2024-07-05 08:16:00,False,ICE,7137833056273713088-2407050045,17,2024-07-05 08:08:00,2024-07-05 08:09:00,2024-07-05 08:14:00,2024-07-05 08:16:00
Stuttgart Hbf,ICE 1012,Düsseldorf Hbf,12,2024-07-05 08:51:00,False,ICE,-6324333303227400345-2407050626,5,2024-07-05 08:31:00,2024-07-05 08:42:00,2024-07-05 08:39:00,2024-07-05 08:51:00
Stuttgart Hbf,ICE 267,München Hbf,13,2024-07-05 09:04:00,False,ICE,9036257144873715932-2407050550,11,2024-07-05 08:45:00,2024-07-05 08:59:00,2024-07-05 08:51:00,2024-07-05 09:04:00
Stuttgart Hbf,ICE 692,Berlin Hbf,11,2024-07-05 09:02:00,False,ICE,-690776802853422910-2407050641,5,2024-07-05 08:44:00,2024-07-05 08:57:00,2024-07-05 08:51:00,2024-07-05 09:02:00
Stuttgart Hbf,ICE 612,Kiel Hbf,5,2024-07-05 09:56:00,False,ICE,-7184453857839759572-2407050728,5,2024-07-05 09:45:00,2024-07-05 09:51:00,2024-07-05 09:51:00,2024-07-05 09:56:00
Stuttgart Hbf,ICE 913,München Hbf,4,2024-07-05 09:32:00,False,ICE,-6165068286223376269-2407050547,10,2024-07-05 09:22:00,2024-07-05 09:27:00,2024-07-05 09:28:00,2024-07-05 09:32:00
Stuttgart Hbf,ICE 591,München Hbf,12,2024-07-05 09:27:00,False,ICE,-9076044575966614071-2407050302,15,2024-07-05 09:08:00,2024-07-05 09:22:00,2024-07-05 09:15:00,2024-07-05 09:27:00
Stuttgart Hbf,ICE 563,München Hbf,3,2024-07-05 10:54:00,False,ICE,7515891464844108057-2407050827,6,2024-07-05 10:45:00,2024-07-05 10:48:00,2024-07-05 10:51:00,2024-07-05 10:54:00
Stuttgart Hbf,ICE 1010,Dortmund Hbf,7,2024-07-05 10:44:00,False,ICE,-1202781486977583710-2407050828,5,2024-07-05 10:31:00,2024-07-05 10:39:00,2024-07-05 10:37:00,2024-07-05 10:44:00
Stuttgart Hbf,ICE 513,München Hbf,7,2024-07-05 10:21:00,False,ICE,-1316725331766652964-2407050602,10,2024-07-05 10:08:00,2024-07-05 10:13:00,2024-07-05 10:14:00,2024-07-05 10:21:00
Stuttgart Hbf,ICE 690,Berlin Gesundbrunnen,15,2024-07-05 11:06:00,False,ICE,-2543008509222161707-2407050846,5,2024-07-05 10:43:00,2024-07-05 11:01:00,2024-07-05 10:51:00,2024-07-05 11:06:00
Stuttgart Hbf,ICE 1290,Frankfurt(Main)Hbf,32,2024-07-05 12:37:00,False,ICE,-9206844568518319678-2407050800,11,2024-07-05 11:59:00,2024-07-05 12:28:00,2024-07-05 12:05:00,2024-07-05 12:37:00
Stuttgart Hbf,ICE 915,München Hbf,2,2024-07-05 11:30:00,False,ICE,400157404087783375-2407050751,10,2024-07-05 11:22:00,2024-07-05 11:25:00,2024-07-05 11:28:00,2024-07-05 11:30:00
Stuttgart Hbf,ICE 610,Hamburg-Altona,21,2024-07-05 12:12:00,False,ICE,9011011619156863439-2407050927,5,2024-07-05 11:45:00,2024-07-05 12:07:00,2024-07-05 11:51:00,2024-07-05 12:12:00
Stuttgart Hbf,ICE 568,Karlsruhe Hbf,17,2024-07-05 11:29:00,False,ICE,-5628776902806503379-2407050903,5,2024-07-05 11:02:00,2024-07-05 11:19:00,2024-07-05 11:12:00,2024-07-05 11:29:00
Stuttgart Hbf,ICE 593,München Hbf,9,2024-07-05 11:24:00,False,ICE,2269193621654513451-2407050516,11,2024-07-05 11:08:00,2024-07-05 11:19:00,2024-07-05 11:15:00,2024-07-05 11:24:00
Stuttgart Hbf,ICE 115,Klagenfurt Hbf,15,2024-07-05 12:13:00,False,ICE,-1244506323428825924-2407050631,18,2024-07-05 11:53:00,2024-07-05 12:10:00,2024-07-05 11:58:00,2024-07-05 12:13:00
Stuttgart Hbf,ICE 1218,Berlin Gesundbrunnen,2,2024-07-05 12:53:00,False,ICE,8983673647294408675-2407050840,11,2024-07-05 12:43:00,2024-07-05 12:48:00,2024-07-05 12:51:00,2024-07-05 12:53:00
Stuttgart Hbf,ICE 918,Dortmund Hbf,5,2024-07-05 12:43:00,False,ICE,7844358081895785158-2407051030,4,2024-07-05 12:32:00,2024-07-05 12:30:00,2024-07-05 12:38:00,2024-07-05 12:43:00
Stuttgart Hbf,ICE 515,München Hbf,10,2024-07-05 12:24:00,False,ICE,6512354943507599026-2407050529,15,2024-07-05 12:08:00,2024-07-05 12:16:00,2024-07-05 12:14:00,2024-07-05 12:24:00
Stuttgart Hbf,ICE 565,München Hbf,8,2024-07-05 12:59:00,False,ICE,3705893801311502416-2407051205,3,2024-07-05 12:45:00,2024-07-05 12:51:00,2024-07-05 12:51:00,2024-07-05 12:59:00
Stuttgart Hbf,ICE 119,Innsbruck Hbf,2,2024-07-05 12:59:00,False,ICE,-5651847012247675964-2407050753,14,2024-07-05 12:48:00,2024-07-05 12:54:00,2024-07-05 12:57:00,2024-07-05 12:59:00
Stuttgart Hbf,ICE 566,Karlsruhe Hbf,3,2024-07-05 13:12:00,False,ICE,-4243685153474784824-2407051103,5,2024-07-05 13:02:00,2024-07-05 13:04:00,2024-07-05 13:09:00,2024-07-05 13:12:00
Stuttgart Hbf,ICE 518,Hamburg-Altona,4,2024-07-05 13:55:00,False,ICE,-6452407069337976676-2407051128,5,2024-07-05 13:45:00,2024-07-05 13:50:00,2024-07-05 13:51:00,2024-07-05 13:55:00
Stuttgart Hbf,ICE 917,München Hbf,5,2024-07-05 13:33:00,False,ICE,-1038875971032103661-2407051045,6,2024-07-05 13:20:00,2024-07-05 13:28:00,2024-07-05 13:28:00,2024-07-05 13:33:00
Stuttgart Hbf,ICE 595,München Hbf,13,2024-07-05 13:28:00,False,ICE,-2221597426497896240-2407050726,10,2024-07-05 13:08:00,2024-07-05 13:23:00,2024-07-05 13:15:00,2024-07-05 13:28:00
Stuttgart Hbf,ICE 517,München Hbf,6,2024-07-05 14:20:00,False,ICE,-4602427783665327588-2407050728,14,2024-07-05 14:08:00,2024-07-05 14:15:00,2024-07-05 14:14:00,2024-07-05 14:20:00
Stuttgart Hbf,ICE 118,Münster(Westf)Hbf,4,2024-07-05 15:16:00,False,ICE,-2026324236731915142-2407050854,20,2024-07-05 14:59:00,2024-07-05 15:05:00,2024-07-05 15:12:00,2024-07-05 15:16:00
Stuttgart Hbf,ICE 596,Berlin Gesundbrunnen,0,2024-07-05 14:51:00,False,ICE,4083739950560377043-2407051246,5,2024-07-05 14:43:00,2024-07-05 14:46:00,2024-07-05 14:51:00,2024-07-05 14:51:00
Stuttgart Hbf,ICE 567,München Hbf,8,2024-07-05 14:59:00,False,ICE,3762301582140299933-2407051405,3,2024-07-05 14:45:00,2024-07-05 14:54:00,2024-07-05 14:51:00,2024-07-05 14:59:00
Stuttgart Hbf,ICE 114,Dortmund Hbf,3,2024-07-05 16:10:00,False,ICE,-940035628142522529-2407050842,23,2024-07-05 15:59:00,2024-07-05 16:05:00,2024-07-05 16:07:00,2024-07-05 16:10:00
Stuttgart Hbf,ICE 597,München Hbf,8,2024-07-05 15:23:00,False,ICE,5254114651454294172-2407050915,11,2024-07-05 15:08:00,2024-07-05 15:17:00,2024-07-05 15:15:00,2024-07-05 15:23:00
Stuttgart Hbf,ICE 117,Klagenfurt Hbf,3,2024-07-05 16:02:00,False,ICE,9042395260942796037-2407051420,6,2024-07-05 15:53:00,2024-07-05 15:55:00,2024-07-05 15:59:00,2024-07-05 16:02:00
Stuttgart Hbf,ICE 564,Karlsruhe Hbf,7,2024-07-05 15:16:00,False,ICE,-1073960129091467682-2407051303,5,2024-07-05 15:02:00,2024-07-05 15:11:00,2024-07-05 15:09:00,2024-07-05 15:16:00
Stuttgart Hbf,ICE 516,Hamburg-Altona,12,2024-07-05 16:03:00,False,ICE,6954924236955692259-2407051328,5,2024-07-05 15:45:00,2024-07-05 15:46:00,2024-07-05 15:51:00,2024-07-05 16:03:00
Stuttgart Hbf,ICE 914,Dortmund Hbf,15,2024-07-05 16:52:00,False,ICE,-1253548023198098278-2407051428,5,2024-07-05 16:31:00,2024-07-05 16:41:00,2024-07-05 16:37:00,2024-07-05 16:52:00
Stuttgart Hbf,ICE 594,Berlin Hbf,11,2024-07-05 17:02:00,False,ICE,1140779865956290650-2407051446,5,2024-07-05 16:43:00,2024-07-05 16:57:00,2024-07-05 16:51:00,2024-07-05 17:02:00
Stuttgart Hbf,ICE 519,München Hbf,25,2024-07-05 16:39:00,False,ICE,-8471873024121272354-2407050929,16,2024-07-05 16:08:00,2024-07-05 16:28:00,2024-07-05 16:14:00,2024-07-05 16:39:00
Stuttgart Hbf,ICE 569,München Hbf,54,2024-07-05 17:45:00,False,ICE,-7759827436146803415-2407051605,3,2024-07-05 16:45:00,2024-07-05 16:49:00,2024-07-05 16:51:00,2024-07-05 17:45:00
Stuttgart Hbf,ICE 1944,Karlsruhe Hbf,31,2024-07-05 17:11:00,False,ICE,4820257442951435191-2407050510,28,2024-07-05 16:22:00,2024-07-05 17:00:00,2024-07-05 16:40:00,2024-07-05 17:11:00
Stuttgart Hbf,ICE 1011,München Hbf,17,2024-07-05 17:45:00,False,ICE,-2603312626651473862-2407051445,6,2024-07-05 17:21:00,2024-07-05 17:31:00,2024-07-05 17:28:00,2024-07-05 17:45:00
Stuttgart Hbf,ICE 514,Hamburg-Altona,17,2024-07-05 18:08:00,False,ICE,-5040855886902453859-2407051528,5,2024-07-05 17:45:00,2024-07-05 17:59:00,2024-07-05 17:51:00,2024-07-05 18:08:00
Stuttgart Hbf,ICE 599,München Hbf,21,2024-07-05 17:35:00,False,ICE,8059314318384301883-2407051126,10,2024-07-05 17:08:00,2024-07-05 17:48:00,2024-07-05 17:14:00,2024-07-05 17:35:00
Stuttgart Hbf,ICE 562,Saarbrücken Hbf,18,2024-07-05 17:26:00,False,ICE,-6869650552962585885-2407051502,5,2024-07-05 17:02:00,2024-07-05 17:21:00,2024-07-05 17:08:00,2024-07-05 17:26:00
Stuttgart Hbf,ICE 592,Hamburg-Altona,16,2024-07-05 19:07:00,False,ICE,5089820149948252230-2407051646,5,2024-07-05 18:43:00,2024-07-05 19:02:00,2024-07-05 18:51:00,2024-07-05 19:07:00
Stuttgart Hbf,ICE 912,Dortmund Hbf,13,2024-07-05 18:51:00,False,ICE,-977669644680017628-2407051628,5,2024-07-05 18:32:00,2024-07-05 18:46:00,2024-07-05 18:38:00,2024-07-05 18:51:00
Stuttgart Hbf,ICE 1069,München Hbf,26,2024-07-05 19:23:00,False,ICE,7280991471195430281-2407051805,3,2024-07-05 18:51:00,2024-07-05 19:18:00,2024-07-05 18:57:00,2024-07-05 19:23:00
Stuttgart Hbf,ICE 611,München Hbf,34,2024-07-05 18:48:00,False,ICE,5653087570567167872-2407051129,15,2024-07-05 18:08:00,2024-07-05 18:40:00,2024-07-05 18:14:00,2024-07-05 18:48:00
Stuttgart Hbf,ICE 1013,München Hbf,17,2024-07-05 19:45:00,False,ICE,2333246513660073790-2407051550,10,2024-07-05 19:22:00,2024-07-05 19:40:00,2024-07-05 19:28:00,2024-07-05 19:45:00
Stuttgart Hbf,ICE 512,Münster(Westf)Hbf,0,2024-07-05 19:51:00,False,ICE,7537395545451740415-2407051728,5,2024-07-05 19:45:00,2024-07-05 19:44:00,2024-07-05 19:51:00,2024-07-05 19:51:00
Stuttgart Hbf,ICE 266,Basel SBB,0,2024-07-05 19:12:00,False,ICE,-2795453744905001153-2407051658,6,2024-07-05 19:02:00,2024-07-05 19:05:00,2024-07-05 19:12:00,2024-07-05 19:12:00
Stuttgart Hbf,ICE 1099,München Hbf,1,2024-07-05 19:59:00,False,ICE,-8959018065734509300-2407051819,6,2024-07-05 19:52:00,2024-07-05 19:55:00,2024-07-05 19:58:00,2024-07-05 19:59:00
Stuttgart Hbf,ICE 1211,Innsbruck Hbf,15,2024-07-05 19:30:00,False,ICE,8560770616564367826-2407051316,11,2024-07-05 19:08:00,2024-07-05 19:25:00,2024-07-05 19:15:00,2024-07-05 19:30:00
Stuttgart Hbf,ICE 613,München Hbf,28,2024-07-05 20:42:00,False,ICE,5295243416856313869-2407051237,15,2024-07-05 20:08:00,2024-07-05 20:37:00,2024-07-05 20:14:00,2024-07-05 20:42:00
Stuttgart Hbf,ICE 910,Düsseldorf Hbf,5,2024-07-05 20:43:00,False,ICE,6195485783263057734-2407051828,5,2024-07-05 20:32:00,2024-07-05 20:38:00,2024-07-05 20:38:00,2024-07-05 20:43:00
Stuttgart Hbf,ICE 590,Frankfurt(Main)Hbf,5,2024-07-05 20:56:00,False,ICE,-7610672940066525446-2407051846,5,2024-07-05 20:43:00,2024-07-05 20:52:00,2024-07-05 20:51:00,2024-07-05 20:56:00
Stuttgart Hbf,ICE 1015,München Hbf,11,2024-07-05 21:39:00,False,ICE,-6727683722954373951-2407051750,10,2024-07-05 21:22:00,2024-07-05 21:34:00,2024-07-05 21:28:00,2024-07-05 21:39:00
Stuttgart Hbf,ICE 693,München Hbf,28,2024-07-05 21:43:00,True,ICE,-1412524464226526551-2407051526,10,2024-07-05 21:08:00,2024-07-05 21:38:00,2024-07-05 21:15:00,2024-07-05 21:43:00
Stuttgart Hbf,ICE 510,Hamburg-Altona,17,2024-07-05 22:08:00,False,ICE,8322424274180843926-2407051928,5,2024-07-05 21:45:00,2024-07-05 21:48:00,2024-07-05 21:51:00,2024-07-05 22:08:00
Stuttgart Hbf,ICE 560,Karlsruhe Hbf,2,2024-07-05 21:13:00,False,ICE,-1895474681646249837-2407051901,6,2024-07-05 21:03:00,2024-07-05 21:04:00,2024-07-05 21:11:00,2024-07-05 21:13:00
Stuttgart Hbf,ICE 990,Hamburg-Altona,10,2024-07-05 23:01:00,False,ICE,-2320340282101811304-2407052043,6,2024-07-05 22:43:00,2024-07-05 22:53:00,2024-07-05 22:51:00,2024-07-05 23:01:00
Stuttgart Hbf,ICE 615,München Hbf,3,2024-07-05 22:17:00,False,ICE,-5425302918995479956-2407051529,15,2024-07-05 22:08:00,2024-07-05 22:12:00,2024-07-05 22:14:00,2024-07-05 22:17:00
Stuttgart Hbf,ICE 695,München Hbf,3,2024-07-05 23:18:00,False,ICE,6202916625163174173-2407051726,10,2024-07-05 23:08:00,2024-07-05 23:13:00,2024-07-05 23:15:00,2024-07-05 23:18:00
Stuttgart Hbf,ICE 617,München Hbf,34,2024-07-06 00:52:00,False,ICE,6194893901306646476-2407051729,17,2024-07-06 00:08:00,2024-07-06 00:47:00,2024-07-06 00:18:00,2024-07-06 00:52:00
Stuttgart Hbf,ICE 698,Berlin Hbf,0,2024-07-06 00:11:00,False,ICE,7108274583246193747-2407052151,5,2024-07-06 00:01:00,2024-07-06 00:01:00,2024-07-06 00:11:00,2024-07-06 00:11:00
Stuttgart Hbf,ICE 215,München Hbf,3,2024-07-06 02:13:00,False,ICE,-3639105195943060538-2407060017,3,2024-07-06 02:04:00,2024-07-06 02:06:00,2024-07-06 02:10:00,2024-07-06 02:13:00
Stuttgart Hbf,ICE 618,Kiel Hbf,0,2024-07-06 02:22:00,False,ICE,2686007473625185344-2407060001,5,2024-07-06 02:16:00,2024-07-06 02:14:00,2024-07-06 02:22:00,2024-07-06 02:22:00
Stuttgart Hbf,ICE 1017,München Hbf,2,2024-07-06 03:20:00,False,ICE,-8865138777081149183-2407052352,6,2024-07-06 03:12:00,2024-07-06 03:13:00,2024-07-06 03:18:00,2024-07-06 03:20:00
Stuttgart Hbf,ICE 619,München Hbf,2,2024-07-06 03:41:00,False,ICE,7474414276230536927-2407051838,20,2024-07-06 03:33:00,2024-07-06 03:34:00,2024-07-06 03:39:00,2024-07-06 03:41:00
Stuttgart Hbf,ICE 699,München Hbf,0,2024-07-06 05:12:00,False,ICE,-7138074359361066746-2407051919,16,2024-07-06 04:52:00,2024-07-06 04:46:00,2024-07-06 05:12:00,2024-07-06 05:12:00
Stuttgart Hbf,ICE 616,Hamburg-Altona,4,2024-07-06 05:55:00,False,ICE,-8624992757107064587-2407060322,5,2024-07-06 05:45:00,2024-07-06 05:40:00,2024-07-06 05:51:00,2024-07-06 05:55:00
Stuttgart Hbf,ICE 1098,Frankfurt(Main)Hbf,1,2024-07-06 08:06:00,False,ICE,1402637927240724353-2407060544,6,2024-07-06 07:59:00,2024-07-06 07:59:00,2024-07-06 08:05:00,2024-07-06 08:06:00
Stuttgart Hbf,ICE 911,München Hbf,13,2024-07-06 07:41:00,False,ICE,-5135229961965226618-2407060603,2,2024-07-06 07:20:00,2024-07-06 07:28:00,2024-07-06 07:28:00,2024-07-06 07:41:00
Stuttgart Hbf,ICE 1068,Karlsruhe Hbf,0,2024-07-06 07:10:00,False,ICE,1847313071699172804-2407060500,5,2024-07-06 07:04:00,2024-07-06 07:06:00,2024-07-06 07:10:00,2024-07-06 07:10:00
Stuttgart Hbf,ICE 614,Hamburg-Altona,2,2024-07-06 07:53:00,False,ICE,67517114520381301-2407060532,5,2024-07-06 07:45:00,2024-07-06 07:42:00,2024-07-06 07:51:00,2024-07-06 07:53:00
Stuttgart Hbf,ICE 991,München Hbf,2,2024-07-06 07:17:00,False,ICE,4178793572863103484-2407060526,5,2024-07-06 07:07:00,2024-07-06 07:08:00,2024-07-06 07:15:00,2024-07-06 07:17:00
Stuttgart Hbf,ICE 692,Berlin Hbf,5,2024-07-06 08:56:00,False,ICE,-690776802853422910-2407060641,5,2024-07-06 08:44:00,2024-07-06 08:51:00,2024-07-06 08:51:00,2024-07-06 08:56:00
Stuttgart Hbf,ICE 267,München Hbf,10,2024-07-06 09:01:00,False,ICE,9036257144873715932-2407060550,11,2024-07-06 08:45:00,2024-07-06 08:56:00,2024-07-06 08:51:00,2024-07-06 09:01:00
Stuttgart Hbf,ICE 1012,Dortmund Hbf,8,2024-07-06 08:47:00,False,ICE,-6324333303227400345-2407060626,5,2024-07-06 08:31:00,2024-07-06 08:35:00,2024-07-06 08:39:00,2024-07-06 08:47:00
Stuttgart Hbf,ICE 511,München Hbf,90,2024-07-06 09:44:00,True,ICE,7137833056273713088-2407060045,17,2024-07-06 08:08:00,2024-07-06 09:36:00,2024-07-06 08:14:00,2024-07-06 09:44:00
